$>n	a matter
{l>dnY	the nearer
{l>f_dp	the hearts
{l>gll	shackles
{l>gnyA'	the rich
{l>hlp	the new moons
{l>jdAv	the graves
{l>jl	the term
{l>jlyn	(of) the two terms
{l>kbr	greatest
{l>kl	the fruit
{l>kmAm	sheaths
{l>kmh	the blind
{l>krm	(is) the Most Generous
{l>lbb	(of) understanding
{l>lwAH	the tablets
{l>lym	painful
{l>mAnY	the wishful thinking
{l>mAnp	the Trust
{l>mY	the unlettered
{l>md	the term
{l>ml	the hope
{l>mm	(of) the nations
{l>mn	the security
{l>mnt	the trusts
{l>mr	the order
{l>mvAl	the examples
{l>mvl	examples
{l>mwl	the wealth
{l>mwr	the matters
{l>mwt	the dead
{l>myn	[the] secure
{l>nAml	the finger tips
{l>nEm	cattle
{l>nbA'	the information
{l>nbyA'	the Prophets
{l>nfAl	the spoils of war
{l>nfs	the souls
{l>nhr	the rivers
{l>nvY	the female
{l>nvyyn	the two females
{l>qAwyl	sayings
{l>qSA	Al-Masjid Al-Aqsa
{l>qdAm	your feet
{l>qdmwn	and your forefathers
{l>qrbyn	[the] closest
{l>r*lwn	the lowest
{l>rA}k	couches
{l>rD	land
{l>rHAm	the womb
{l>sbAb	the relations
{l>sbb	the ways
{l>sfl	the lowest
{l>sflyn	the lowest
{l>smA'	the names
{l>srY	the captives
{l>swAq	the markets
{l>swd	[the] black
{l>tqY	the righteous
{l>vym	(of) the sinner(s)
{l>wfY	the fullest
{l>wl	the first
{l>wlY	former
{l>wlwn	former
{l>wlyn	the former
{l>wtAd	stakes
{l>wvn	the idols
{l>x	(of) brothers
{l>xDr	[the] green
{l>xdwd	(of) the pit
{l>xlA'	Friends
{l>xrY	another
{l>xsrwn	(will be) the greatest losers
{l>xsryn	the greatest losers
{l>xt	(of) sisters
{l>xtyn	two sisters
{l>xyAr	the best
{l>yAm	the days
{l>yd	the possessor of strength
{l>ydY	(of) strength
{l>ymY	the single
{l>ymn	oaths
{l>zwj	the pairs
{lD>n	the sheep
{lDAlwn	O those astray
{lDAlyn	the astray
{lDEf	two-fold
{lDEf&A	the weak
{lDEfA'	the weak
{lDll	the error
{lDllp	[the] error
{lDr	the hardship
{lDrA'	the adversity
{lDrr	[the] disabled
{lE$A'	(of) night
{lE$Ar	the full-term she-camels
{lE$yr	friend
{lE*Ab	torment
{lEAdwn	(are) the transgressors
{lEAdyn	those who keep count
{lEAjlp	the immediate
{lEAlyn	the exalted ones
{lESf	husk
{lEZAm	the bones
{lEZm	my bones
{lEZym	great
{lEbAd	the servants
{lEbd	slave
{lEbdwn	those who worship
{lEbdyn	(of) the worshippers
{lEdAwp	[the] enmity
{lEdp	the prescribed period
{lEdw	(are) the enemy
{lEdwp	enmity
{lEfw	The surplus
{lEhd	the promise
{lEjl	the calf
{lEkf	(are) the resident
{lElY	[the] high
{lElm	knowledge
{lElm&A	those who have knowledge
{lElmwn	those of knowledge
{lElmyn	the world
{lElqp	the clinging substance
{lElyA	the highest
{lElym	All-Knower
{lEmAd	lofty pillars
{lEmY	the blind
{lEmlwn	the workers
{lEmlyn	(of) the workers
{lEmr	age
{lEnkbwt	the spider
{lEnt	committing sin
{lEqAb	(in) penalty
{lEqbp	the end
{lEqd	the knots
{lEqym	the barren
{lEr$	the Throne
{lErm	(of) the dam
{lEsr	the hardship
{lEsrp	(of) difficulty
{lEtyq	the Ancient
{lEyn	(of) their eyes
{lEyr	the caravan
{lEywn	the springs
{lEzm	those of determination
{lEzp	the honor
{lEzyz	Aziz
{lH$r	gathering
{lHAfrp	the former state
{lHAj	(to) the pilgrims
{lHAqp	The Inevitable Reality
{lHSyd	(for) the harvest
{lHTb	(of) firewood
{lHTmp	the Crusher
{lHY	the living
{lHb	(of) the grain
{lHbk	pathways
{lHdyd	(of) iron
{lHdyv	statement
{lHj	the Hajj
{lHjArp	the stones
{lHjp	(is) the argument
{lHjr	the stone
{lHjrt	the private chambers
{lHkAm	the authorities
{lHkm	[the] wisdom
{lHkmp	the wisdom
{lHkmyn	(of) the Judges
{lHkym	the wise
{lHlm	puberty
{lHlqwm	the throat
{lHlym	(are) the forbearing
{lHlyp	ornaments
{lHmAr	the donkey
{lHmd	Praise
{lHmdwn	those who praise
{lHmyd	the Praiseworthy
{lHmym	the boiling water
{lHmyp	disdain
{lHmyr	(of) the donkeys
{lHnAjr	the throats
{lHnv	the sin
{lHq	right
{lHr	the heat
{lHrAm	Al-Haraam
{lHrb	the war
{lHrm	the sacred months
{lHrv	the field
{lHrwr	the heat
{lHryq	(of) the Burning Fire
{lHsAb	reckoning
{lHsbyn	(of) the Reckoners
{lHsnY	good
{lHsnp	the good
{lHsnt	the good deeds
{lHsnyyn	(of) the two best (things)
{lHsrp	(of) the Regret
{lHwAryn	the disciples
{lHwArywn	the disciples
{lHwAyA	the entrails
{lHwl	the year
{lHwt	the fish
{lHywAn	(is) the life
{lHywp	life
{lHzbyn	(of) the two parties
{lHzn	the grief
{lSAfwn	stand in rows
{lSAxp	the Deafening Blast
{lSEqp	the thunderbolt
{lSHf	the pages
{lSbH	the morning
{lSbrwn	the patient ones
{lSbryn	The patient
{lSdE	cracks open
{lSdfyn	the two cliffs
{lSdq	true
{lSdqt	the charities
{lSdqwn	(are) the truthful
{lSdqyn	the truthful
{lSdwr	the breasts
{lSdyq	the truthful one
{lSdyqwn	(are) the truthful
{lSfA	the Safa
{lSfH	(with) forgiveness
{lSfnt	excellent bred steeds
{lSgryn	the disgraced ones
{lSlH	righteous
{lSlHt	good deeds
{lSlHwn	the righteous
{lSlHyn	righteous
{lSlb	the backbone
{lSlwp	prayer
{lSlwt	the prayers
{lSm	the deaf
{lSmd	the Eternal, the Absolute
{lSrH	the palace
{lSrT	the path
{lSwEq	the thunderclaps
{lSwr	the trumpet
{lSxr	the rocks
{lSxrp	the rock
{lSyAm	the fast
{lSyHp	the Blast
{lSyd	the game
{lTAlb	(are) the seeker
{lTAmp	the Overwhelming Calamity
{lTArq	the night comer (is)
{lTA}ftyn	(of) the two groups
{lTEAm	food
{lTfl	[the] children
{lTgwt	the false gods
{lTlq	The divorce
{lTrf	(will be) companions of modest gaze
{lTryqp	the Way
{lTwfAn	the flood
{lTwl	(of) wealth
{lTwr	the mount
{lTyb	good
{lTybt	the good things
{lTyn	the clay
{lTyr	the birds
{lZAlm	the wrongdoer
{lZAnyn	who assume
{lZhyrp	noon
{lZl	the shade
{lZlmt	[the] darkness
{lZlmwn	the wrongdoers
{lZlmyn	wrongdoers
{lZlp	(of) theshadow
{lZm_An	the thirsty one
{lZn	assumption
{lZnwnA	the assumptions
{lb$r	human being
{lb$rY	the glad tidings
{lb$yr	the bearer of glad tidings
{lb>s	(to) the battle
{lb>sA'	[the] suffering
{lbAb	the gate
{lbAqyn	the survivors
{lbAr}	the Inventor
{lbA}s	the miserable
{lbEv	the Resurrection
{lbEyd	far
{lbHAr	the seas
{lbHr	the sea
{lbHrAn	the two seas
{lbHryn	the two seas
{lbSr	the sight
{lbSyr	the All-Seer
{lbT$p	(with) the seizure
{lbTl	falsehood
{lbTwn	the bellies
{lbdw	the bedouin life
{lbgA'	[the] prostitution
{lbgDA'	the hatred
{lbgY	tyranny
{lbkm	the dumb
{lbl&A	the trial
{lbld	city
{lbldp	city
{lblg	the conveyance
{lblgp	the conclusive
{lbnAt	[the] daughters
{lbnt	daughters
{lbnwn	(are) sons
{lbnyn	sons
{lbqEp	the place even
{lbqr	the cows
{lbr	the land
{lbrq	the lightning
{lbrwj	the constellations
{lbryp	(of) the creatures
{lbsT	reach
{lbwAr	(of) destruction
{lbyAn	[the] speech
{lbyE	the trade
{lbynp	the clear evidence
{lbynt	the clear proofs
{lbyt	House
{lbywt	(of) houses
{ldAE	the caller
{ldAEY	the caller
{ldAr	home
{ldEA'	the call
{ldbr	(their) backs
{ldhr	time
{ldmA'	[the] blood[s]
{ldmE	the tears
{ldnyA	world
{ldrjt	(will be) the ranks
{ldrk	the depths
{ldwAb	(of) the living creatures
{ldwA}r	the turns (of misfortune)
{ldxlyn	those who enter
{ldyAr	(of) the homes
{ldyn	the religion
{lf&Ad	the heart
{lfA}zwn	(are) the achievers
{lfDl	the Bounty
{lfH$A'	the immorality
{lfH$p	the immorality
{lfSl	decisive
{lfSlyn	(of) the Deciders
{lfjAr	the wicked
{lfjr	at dawn
{lfjrp	the wicked ones
{lflk	the ship
{lflq	(of) the dawn
{lfqr	[the] poverty
{lfqrA'	(to) the poor
{lfqyr	the poor
{lfrAq	(is) the parting
{lfrAr	the fleeing
{lfrHyn	the exultant
{lfrdws	the Paradise
{lfrqAn	the Criterion
{lfryDp	the obligation
{lfryqyn	(of) the two groups
{lfsAd	corruption
{lfsqwn	the defiantly disobedient
{lfsqyn	the defiantly disobedient
{lfswq	(of) disobedience
{lftAH	(is) the Judge
{lftH	decision
{lftHyn	(of) those who Decide
{lftnp	the trial
{lftyp	the youths
{lfwH$	[the] immoralities
{lfwz	the success
{lfyl	(of the) Elephant
{lfzE	the terror
{lf}tAn	the two forces
{lg$yp	(of) the Overwhelming
{lgAr	the cave
{lgAwn	the deviators
{lgAwyn	those gone astray
{lgA}T	the toilet
{lgA}byn	the absent
{lgDb	the anger
{lgY	the wrong
{lgbryn	those who stayed behind
{lgflt	the unaware women
{lgflwn	the heedless
{lgflyn	the unaware
{lgfr	the Oft-Forgiving
{lgfryn	(of) Forgivers
{lgfwr	the Oft-Forgiving
{lglbwn	(are) the victorious
{lglbyn	the victors
{lglm	the boy
{lgm	the distress
{lgmAm	[the] clouds
{lgmm	(with) the clouds
{lgnY	(is) Free of need
{lgrAb	[the] crow
{lgrbY	western
{lgrfp	the Chamber
{lgrft	the high dwellings
{lgrq	the drowning
{lgrwb	the setting
{lgrwr	the deceiver
{lgyZ	rage
{lgyb	the unseen
{lgyv	the rain
{lgywb	(of) the unseen
{lhdY	the guidance
{lhdhd	the hoopoe
{lhlkyn	those who perish
{lhwY	the desire
{lhwn	humiliating
{lhym	(of) the thirsty camels
{ljAhl	the ignorant one
{ljAn	the jinn
{ljAryp	the sailing (ship)
{ljHym	the Hellfire
{ljb	(of) the well
{ljbAl	the mountain
{ljbAr	the Irresistible
{ljbl	the mountain
{ljdAr	the wall
{ljhlwn	ignorant ones
{ljhlyn	the ignorant
{ljhlyp	(of) [the] ignorance
{ljhr	the loudness
{ljlA'	the exile
{ljll	(of) Majesty
{ljmE	(of) Assembly
{ljmEAn	the two hosts
{ljmEp	(of) Friday
{ljml	the camel
{ljmyl	gracious
{ljn	jinn
{ljnAt	(of) the Gardens
{ljnb	(who is) farther away
{ljnp	Paradise
{ljntyn	(of) the two gardens
{ljnwd	(of) the hosts
{ljrz	[the] barren
{ljwAr	Those that run
{ljwArH	(your) hunting animals
{ljwE	(of) the hunger
{ljwdY	the Judi
{ljyAd	excellent bred steeds
{ljzA'	the recompense
{ljzyp	the jizyah
{lk*Ab	(is) the liar
{lk*b	the lie
{lk*bwn	(are) the liars
{lk*byn	the liars
{lkAfr	the disbeliever
{lkEbp	the Kabah
{lkEbyn	the ankles
{lkbr	old age
{lkbrY	the great
{lkbryA'	the greatness
{lkbyr	the great
{lkfAr	the tillers
{lkfl	and Dhul-Kifl
{lkfr	disbelief
{lkfrp	(are) the disbelievers
{lkfrwn	disbelievers
{lkfryn	the ungrateful
{lkfwr	the ungrateful
{lkhf	the cave
{lklb	(of) the dog
{lkllp	the Kalala
{lklm	the words
{lkns	(and) disappear
{lknwz	the treasures
{lkrb	the distress
{lkrp	the return victory
{lkrym	Honorable
{lktb	the Book
{lkwAfr	(with) disbelieving women
{lkwAkb	the stars
{lkwvr	Al-Kauthar
{lkyl	measure
{ll&l&	pearls
{llEbyn	those who play
{llEnp	(is) the curse
{llEnwn	the ones who curse
{llTyf	the All-Subtle
{llgw	vain talk
{llh	Allah
{llhb	the flame
{llhm	O Allah
{llhw	the sport
{llmm	the small faults
{llt	the Lat
{llwAmp	self-accusing
{lm$Er	the Monument
{lm$Hwn	laden
{lm$_mp	(of) the left
{lm$rkt	[the] polytheistic women
{lm$rkwn	the polytheists
{lm$rkyn	the polytheists
{lm$rq	the east
{lm$rqyn	(of) the two Easts
{lm&mn	the Giver of Security
{lm&mnt	the believers
{lm&mnwn	O believers
{lm&mnyn	believing
{lm>wY	(of) Abode
{lmA'	water
{lmAEwn	[the] small kindnesses
{lmAl	wealth
{lmDAjE	the bed
{lmDEfwn	(will) get manifold
{lmDTr	(to) the distressed one
{lmDgp	the embryonic lump
{lmDlyn	the misleaders
{lmE*byn	those punished
{lmE*rwn	the ones who make excuses
{lmEArj	(of) the ways of ascent
{lmESrt	the rain clouds
{lmElwm	well-known
{lmEmwr	frequented
{lmErwf	(is) the right
{lmEtbyn	those who receive favor
{lmEtdwn	(are) the transgressors
{lmEtdyn	the transgressors
{lmEwqyn	those who hinder
{lmEz	the goats
{lmHAl	(in) Strength
{lmHDryn	those brought
{lmHSnt	the free chaste
{lmHrAb	(of) the chamber
{lmHrm	Your Sacred House
{lmHsnyn	the good-doers
{lmHtZr	(used by) a fence builder
{lmHyD	the menstruation
{lmS;yTrwn	the controllers
{lmSTfyn	the chosen ones
{lmSbAH	the lamp
{lmSdqyn	those who believe
{lmSlH	the amender
{lmSlHyn	the reformers
{lmSlyn	those who pray
{lmSwr	the Fashioner
{lmSyr	destination
{lmThrwn	the purified
{lmThryn	the ones who purify themselves
{lmTm}np	who is satisfied
{lmTwEyn	the ones who give willingly
{lm_Ab	[the] abode to return
{lmb*ryn	the spendthrifts
{lmbTlwn	the falsifiers
{lmbrkp	blessed
{lmbvwv	scattered
{lmbyn	clear
{lmdA}n	the cities
{lmdHDyn	the losers
{lmdvr	who covers himself
{lmdynp	the city
{lmflHwn	the successful ones
{lmflHyn	the successful ones
{lmfr	(is) the escape
{lmfsd	the corrupter
{lmfsdwn	(are) the ones who spread corruption
{lmfsdyn	the corrupters
{lmftryn	the ones who invent (falsehood)
{lmftwn	(is) the afflicted one
{lmg$Y	(of) one fainting
{lmgDwb	those who earned (Your) wrath
{lmgfrp	to forgive
{lmgrb	the west
{lmgrbyn	(of) the two Wests
{lmgrqyn	the drowned
{lmhAd	the resting place
{lmhd	the cradle
{lmhdwn	(are) the Spreaders
{lmhjryn	emigrants
{lmhlkyn	those who were destroyed
{lmhtd	the guided one
{lmhtdY	(is) the guided one
{lmhtdwn	(are) the guided ones
{lmhtdyn	the guided-ones
{lmhymn	the Guardian
{lmhyn	humiliating
{lmjhdyn	those who strive
{lmjls	the assemblies
{lmjrm	the criminal
{lmjrmwn	O criminals
{lmjrmyn	the criminals
{lmjybwn	(are We as) Responders
{lmjyd	the Glorious
{lmk*bwn	the deniers
{lmk*byn	the deniers
{lmknwn	well-protected
{lmkr	the plot
{lmkrmyn	the honored
{lmkryn	(of) the planners
{lmkyAl	measure
{lmkydwn	(are in) the plot
{lml&A	chiefs
{lml<	the chiefs
{lml>	chiefs
{lmlEwnp	the accursed
{lmlk	the king
{lmlkyn	the two angels
{lmlp	the religion
{lmlqyn	the ones to throw
{lmlwk	the kings
{lml}kp	the angels
{lmmAt	(after) the death
{lmmtryn	the doubters
{lmn	the manna
{lmn$_At	elevated
{lmn$_wn	(are) the Producers
{lmn*ryn	the warners
{lmnAd	the caller
{lmnAm	the dream
{lmnSwrwn	(would be) the victorious
{lmnZryn	those given respite
{lmnfqwn	the hypocrites
{lmnfqyn	the hypocrites
{lmnfw$	fluffed up
{lmnkr	evil
{lmntSryn	those who (could) defend themselves
{lmntZryn	the ones who wait
{lmnthY	(is) the final goal
{lmnwn	a misfortune of time
{lmnyr	[the] Enlightening
{lmnzlwn	(are) the Ones to send
{lmnzlyn	(of) the hosts
{lmqAbr	the graves
{lmqAmp	(of) Eternity
{lmqbwHyn	the despised
{lmqds	the sacred
{lmqdsp	the Holy
{lmqnTrp	[the] stored up
{lmqrbwn	those brought near
{lmqrbyn	those brought near
{lmqsTyn	those who act justly
{lmqtr	the poor
{lmqtsmyn	those who divided
{lmr'	a man
{lmrADE	the wet nurses
{lmrAfq	the elbows
{lmrDY	the sick
{lmrEY	the pasture
{lmrfwE	raised high
{lmrfwd	which (will) be given
{lmrjwmyn	those who are stoned
{lmrslwn	O messengers
{lmrslyn	Messengers
{lmryD	the sick
{lms	(his) touch
{lmsAq	(will be) the driving
{lmsHryn	those bewitched
{lmsY'	the evildoer
{lmsbHwn	glorify (Allah)
{lmsbHyn	those who glorify
{lmsjd	Al-Masjid
{lmsjwnyn	those imprisoned
{lmsjwr	filled
{lmsknp	the poverty
{lmskyn	the poor
{lmslmwn	(are) Muslims
{lmslmyn	Muslims
{lmsrfyn	the transgressors
{lmstDEfyn	the oppressed
{lmstEAn	(is) the One sought for help
{lmst_xryn	the later ones
{lmstbyn	the clear
{lmsthz'yn	(against) the mockers
{lmstkbryn	the arrogant ones
{lmstqdmyn	the preceding ones
{lmstqr	(is) the place of rest
{lmstqym	[the] even
{lmswmp	[the] branded
{lmsxr	[the] controlled
{lmsyH	the Messiah
{lmtEAl	the Most High
{lmtSdqyn	the charitable
{lmtThryn	those who purify themselves
{lmtkbr	the Supreme
{lmtkbryn	(of) the arrogant
{lmtklfyn	the ones who pretend
{lmtlqyAn	the two receivers
{lmtnfswn	the aspirers
{lmtqwn	(to) the righteous
{lmtqyn	the pious
{lmtrbSyn	those who wait
{lmtwklwn	those who trust
{lmtwklyn	the ones who put trust (in Him)
{lmtyn	the Strong
{lmvAnY	the oft-repeated
{lmvl	(is) the similitude
{lmvlY	the exemplary
{lmvlt	[the] similar punishments
{lmw'dp	the female infant buried alive
{lmwEwd	Promised
{lmwdp	the love
{lmwj	the waves
{lmwlY	protector
{lmwlwd	the father
{lmwqdp	kindled
{lmwqnyn	the ones who are certain
{lmwrwd	to which (they are) led
{lmwsE	the wealthy
{lmwt	death
{lmwtY	the dead
{lmwtp	the death
{lmwzyn	the scales
{lmxAD	the pains of childbirth
{lmxbtyn	(to) the humble ones
{lmxlSyn	the chosen
{lmxlfwn	those who remained behind
{lmxrjyn	the ones driven out
{lmxsryn	those who cause loss
{lmyEAd	the Promise
{lmyEd	the appointment
{lmyl	the inclination
{lmymnp	(of) the right
{lmyt	the dead
{lmytp	dead
{lmyvq	the contract
{lmyzAn	the balance
{lmzml	who wraps himself
{lmzn	the rain clouds
{ln$>p	the creation
{ln$wr	(is) the Resurrection
{ln*r	warnings
{ln*yr	a warner
{lnAqp	the she-camel
{lnAqwr	the trumpet
{lnAr	the Fire
{lnAs	all
{lnEAs	with [the] slumber
{lnEm	the cattle
{lnEmp	(of) the ease
{lnEym	(of) Bliss
{lnHl	the bee
{lnSHyn	the advisers
{lnSb	the stone altars
{lnSf	(is) half
{lnSr	[the] victory
{lnSrY	the Christians
{lnSryn	(of) the Helpers
{lnSyr	[the] Helper
{lnTfp	the semen-drop
{lnZryn	(to) those who see (it).-
{lnb<	the News
{lnbY	Prophet
{lnbwp	Prophethood
{lnbyn	the Prophets
{lnbywn	the Prophets
{lndAmp	the regret
{lndmyn	the regretful
{lnfAq	the hypocrisy
{lnfs	soul
{lnfvt	(of) the blowers
{lnfws	the souls
{lnhAr	the day
{lnhY	(of) intelligence
{lnjdyn	the two ways
{lnjm	(It is) the star
{lnjwY	secret counsels
{lnjwm	the stars
{lnjwp	the salvation
{lnkAH	(of) marriage
{lnml	ants
{lnsA'	the women
{lnsY'	the postponing
{lnswp	(of) the women
{lnwn	And Dhun-Nun
{lnwr	the light
{lnxl	the date-palm
{lnxlp	(of) the date-palm
{lnxyl	the date-palm
{lqADyp	the end
{lqAdr	(is) All-Capable
{lqAhr	(is) the Subjugator
{lqAlyn	those who detest
{lqAnE	the needy who do not ask
{lqArEp	The Striking Calamity
{lqEdwn	the ones who sit
{lqEdyn	those who sit
{lqSAS	the legal retribution
{lqSS	the story
{lqSwY	the farther
{lqTr	(of) molten copper
{lqblp	the direction of prayer
{lqbwr	the graves
{lqdr	(of) Power
{lqdrwn	(are We to) measure
{lqds	the Holy
{lqdws	the Holy
{lqdym	old
{lqdyr	the All-Powerful
{lqhAr	the Irresistible
{lqhr	the Irresistible
{lqlb	(at) [the] heart
{lqlwb	the hearts
{lql}d	the garlanded
{lqmr	the moon
{lqnTyn	the despairing
{lqntyn	the devoutly obedient
{lqr'An	Quran
{lqrAr	the settlement
{lqrH	the injury
{lqrY	the towns
{lqrbY	near
{lqrdp	[the] apes
{lqrnyn	Dhul-qarnain
{lqrwn	the generations
{lqryn	the companion
{lqryp	town
{lqrytyn	the two towns
{lqsT	(of) the justice
{lqsTwn	the unjust
{lqsmp	(at) the (time of) division
{lqtAl	[the] fight
{lqtl	killing
{lqtlY	(the matter of) the murdered
{lqwAEd	the foundations
{lqwY	(in) power
{lqwl	the word
{lqwm	the people
{lqwp	the power
{lqym	right
{lqymp	the correct
{lqywm	the Self-Subsisting
{lr$Ad	the right
{lr$d	the right way
{lr$dwn	the guided ones
{lr$yd	the right-minded
{lr'yA	vision
{lr>Y	immature in opinion
{lr>s	(my) head
{lrAdfp	the subsequent
{lrAjfp	the quaking one
{lrDAEp	the suckling
{lrDEp	the nursing
{lrEA'	the shepherds
{lrEb	the terror
{lrEd	the thunder
{lrHmn	the Most Gracious
{lrHmp	the Mercy
{lrHmyn	(of) the merciful
{lrHym	the Most Merciful
{lrbE	(is) the fourth
{lrbnywn	the Rabbis
{lrbwA	the usury
{lrfd	(is) the gift
{lrfv	(is) the approach
{lrhb	fear
{lrjAl	the men
{lrjE	returns
{lrjEY	(is) the return
{lrjfp	the earthquake
{lrjs	the filth
{lrjym	the rejected
{lrjz	the punishment
{lrkEwn	those who bow down
{lrkEyn	those who bow down
{lrqAb	the necks
{lrqyb	the Watcher
{lrs	(of) Ar-rass
{lrsl	O Messengers
{lrswl	Messenger
{lrswlA	the Messenger
{lrsxwn	the ones who are firm
{lrwE	the fright
{lrwH	the soul
{lrwm	the Romans
{lryAH	the winds
{lryH	the wind
{lrzAq	(is) the All-Provider
{lrzq	sustenance
{lrzqyn	(of) the providers
{lsAEp	the Hour
{lsAHr	the magician
{lsAmrY	the Samiri
{lsAq	the leg
{lsA}l	one who asks
{lsEY	the (age of) working with him
{lsEyr	(of) the Blaze
{lsHAb	the clouds
{lsHr	the magic
{lsHrp	the magicians
{lsHrwn	the magicians
{lsHt	the forbidden
{lsbE	the wild animal
{lsbl	the (other) paths
{lsbqwn	(are) the foremost
{lsbt	the Sabbath
{lsbyl	way
{lsbylA	(from) the Way
{lsdrp	the Lote Tree
{lsds	a sixth
{lsdyn	the two mountains
{lsfhA'	the fools
{lsflY	the lowest
{lsfynp	the ship
{lsjdwn	those who prostrate
{lsjdyn	those who prostrate
{lsjl	(of) a scroll
{lsjn	the prison
{lsjwd	prostrate
{lskynp	the tranquility
{lslm	Islam
{lsmA'	the sky
{lsmE	(to) hear
{lsmwm	scorching
{lsmwt	the heavens
{lsmyE	the All-Hearing
{lsnyn	(of) the years
{lsqAyp	the drinking cup
{lsqf	the roof
{lsr	the secret
{lsrA'	[the] ease
{lsrA}r	the secrets
{lsrd	the links (of armor)
{lsw'	evil
{lsw>Y	the evil
{lswY	[the] even
{lsxryn	the mockers
{lsyArp	[the] caravan
{lsy_At	the evil
{lsyl	the torrent
{lsyr	the journey
{lsy}	(of) the evil
{lsy}p	the evil
{ls}Hwn	those who go out
{lt*krp	the Reminder
{ltEff	(their) restraint
{ltbEyn	the attendants
{ltgAbn	(of) mutual loss and gain
{lthlkp	[the] destruction
{ltjrp	(any) transaction
{ltkAvr	the competition to increase
{ltlAq	(of) the Meeting
{ltmAvyl	[the] statues
{ltnAd	(of) Calling
{ltnAw$	(will be) the receiving
{ltqY	met
{ltqtA	which met
{ltqwY	the piety
{ltqytm	you met
{ltrAb	the dust
{ltrAqY	the collar bones
{ltrAv	the inheritance
{ltwAb	the Oft-returning
{ltwb	(of) [the] repentance
{ltwbp	the repentance
{ltwbyn	those who turn in repentance
{ltwrYp	the Taurat
{lt}bwn	Those who turn in repentance
{lvAbt	with the firm word
{lvAlvp	the third
{lvAqb	the piercing
{lvlv	the third
{lvlvAn	two thirds
{lvlvp	the three
{lvmn	(is) the eighth
{lvmrt	fruits
{lvqAl	the heavy
{lvqlAn	two classes
{lvrY	the soil
{lvwAb	reward
{lwAd	(of) the valley
{lwAqEp	the Event
{lwArv	the (father-s) heir
{lwEZyn	the advisors
{lwEd	promise
{lwEyd	the warnings
{lwHd	the One
{lwHw$	the wild beasts
{lwSyp	[the] a will
{lwdq	the rain
{lwdwd	the Most Loving
{lwhAb	the Bestower
{lwjwh	the faces
{lwkyl	[the] Disposer of affairs
{lwlY	(is) the Protector
{lwldAn	(by) parents
{lwldn	the children
{lwldyn	the parents
{lwlyp	the protection
{lwqt	(of) the time
{lwqwd	(of) the fuel
{lwrd	(is) the place
{lwrvwn	(are) the Inheritors
{lwrvyn	the inheritors
{lwryd	(his) jugular vein
{lwsTY	[the] middle
{lwswAs	(of) the whisperer
{lwsylp	the means
{lwtyn	the aorta
{lwvAq	the bond
{lwvqY	[the] firm
{lwzn	the weight
{lx$Eyn	the humble ones
{lxAT_yn	the sinful
{lxAlS	the pure
{lxAlyp	past
{lxA}Dyn	the vain talkers
{lxA}nyn	the traitors
{lxSAm	the dispute
{lxSm	(of) the litigants
{lxTAb	speech
{lxT_wn	the sinners
{lxTfp	(by) theft
{lxb'	the hidden
{lxbyr	the All-Aware
{lxbyv	the bad
{lxbyvt	Evil women
