$>n	durumda
y>x*	alan
y>x*h	onu alacaktır
y>x*hm	kendilerini yakalamayacağından?
y>x*wA	tutsunlar
y>x*wh	onu da alırlar
y>x*wn	alıyorlar
y>x*wnhA	alacakları
y>xt	kızkardeşi
yAbs	kuru
yAbst	kuru
yAy_s	umut kesmez
yDAr	asla zarar verilmesin
yDEf	artırılır
yDEfh	onu kat kat yapar
yDEfhA	onu kat kat yapar
yDEn	bırakıncaya
yDY'	ışık verir
yDh_wn	benzetiyorlar
yDl	sapar
yDlh	saptırmak
yDlhm	onları saptırmak
yDll	saptırırsa
yDllh	şaşırtır
yDlwA	şaşırtırlar
yDlwk	seni saptırmağa
yDlwn	sapan(lara)
yDlwnhm	saptırdıkları kimselerin
yDlwnkm	sizi saptırsınlar
yDr	ziyan veremez
yDrb	anlatır
yDrbn	vurmasınlar
yDrbwn	gezip
yDrh	ona zarar veremeyen
yDrhm	zarar veren
yDrk	sana zararı dokunmayan
yDrkm	size zarar vermez
yDrnA	ve zarar vermeyen
yDrwA	zarar vermezler
yDrwk	sana zarar veremezler
yDrwkm	size zarar veremezler
yDrwnk	sana zarar veremezler
yDyE	ecirlerini
yDyfwhmA	onları konuklamaktan
yDyq	daralıyor
yE$	yüz çevirirse
yE*b	azabeder
yE*bh	onu azablandırır
yE*bhm	azabetmesin?
yE*bkm	size azabeder
yE*bnA	bize azab etmeli
yED	ısırır
yES	karşı gelir
yESmk	seni korur
yESmkm	sizi koruyacak
yESmnY	o beni korur
yESwn	karşı gelmeyen
yESynk	sana karşı gelmemeleri
yETwA	verecekleri
yETyk	sana verecektir
yEY	yorulmayan
yEZh	öğüt vererek
yEZkm	size öğüt veriyor
yEZm	saygı gösterirse
yEb&A	değer versin
yEbAd	kullarım
yEbAdY	kullarım
yEbd	tapıyor
yEbdwhA	kulluk etmekten
yEbdwn	taptıkları
yEbdwnnY	bana kulluk edecekler
yEd	va'detmiyorlar
yEdhm	sözü
yEdkm	size vaad eder
yEdwn	onlar haddi aşıyorlardı
yEfw	affetmesi
yEfwA	vazgeçmesi
yEfwn	(kadının) vazgeçmesi
yEjb	hoşuna gider
yEjbk	senin hoşuna gider
yEjl	acele verseydi
yEkfwn	tapan
yElm	bilir
yElmAn	onlar öğretmezlerdi
yElmh	onu bilir
yElmhA	onun bilgisi
yElmhm	bildiği
yElmwA	tanımamaya
yElmwn	bilmeyen
yElnwn	açığa vurdukları
yEml	yapan
yEmlwn	yapan
yEmr	ömür
yEmrwA	imar etmeleri
yEqb	geri dönmedi
yEqlhA	onları düşünüp anlamaz
yEqlwn	düşünmeyen
yEqwb	Ya'kub
yErD	sunulacakları
yErDwA	yüz çevirirler
yErDwn	sunulurlar
yErf	tanınır
yErfn	onların tanınması için
yErfwA	tanımadıkları (için mi?)
yErfwn	tanıyan
yErfwnh	onu tanırlar
yErfwnhA	bunun farkına varırlar
yErfwnhm	tanıdıkları
yErj	çıkar
yEt*rwn	özür dilerler
yEtSm	sarılırsa
yEtzlwkm	sizden uzak durmazlarsa
yEw*wn	sığınırlardı
yEwdwA	dönerlerse
yEwdwn	dönenler
yEydh	onu iade eden
yEydkm	sizi gönderip
yEydnA	bizi tekrar döndürebilir
yEydwkm	döndürürler
yEysY	Îsa
yEzb	gizli
yH$r	toplanır
yH$rhm	bir araya toplar
yH$rwA	toplanacaklardır
yH$rwn	toplanacak
yH*r	korkan
yHAT	kuşatılıp engellenmeniz
yHAdd	karşı koymağa kalkarsa
yHAdwn	karşı gelen(ler)
yHAjwkm	(aleyhinize) deliller getireceklerinden (mi?)
yHAjwn	tartışan(ların)
yHArbwn	savaşanların
yHAsb	hesaba çekilecektir
yHAsbkm	sizi hesaba çeker
yHAwrh	konuşan
yHD	teşvik etmez
yHDn	henüz adet görmeyenler
yHTmnkm	sizi ezmesinler
yHY	yaşatır
yHb	sever
yHbbkm	sizi sevsin
yHbhm	onları seven
yHbsh	onu alıkoyan
yHbwn	seven
yHbwnhm	onları severler
yHbwnkm	halbuki onlar sizi sevmezler
yHdv	ortaya çıkarır
yHfZwnh	onu korurlar
yHkm	hükmeder
yHkmAn	onlar hükmediyorlardı
yHkmwk	seni hakem yaparak
yHkmwnk	seni hakem yapıyorlar
yHl	insin
yHlfwn	yemin ederler
yHll	inerse
yHlwn	helal
yHlwnh	onu helal sayarlar
yHmY	kızdırılır
yHmdwA	övülmeyi
yHml	taşıyan
yHmlnhA	onu yüklenmekten
yHmlwhA	onu taşımayanların
yHmlwn	taşıyan(lar)
yHq	gerçekleştirmek
yHrfwn	kaydırıyorlar
yHrfwnh	onu değiştirirlerdi
yHrmwn	haram saymayanlarla
yHsb	sanıyor
yHsbh	onu sanır
yHsbhm	onları sanırlar
yHsbn	sanmasınlar
yHsbwn	sanırlar
yHsdwn	kıskanıyorlar mı
yHsnwn	iyi yaptıklarını
yHsrp	yazık
yHsrtY	vah (bana)
yHsrtnA	vah bize
yHtsb	ummadığı
yHtsbwA	ummadıkları
yHwl	girer
yHyTwA	kavrayamadıkları
yHyTwn	kavrayamazlar
yHyY	Yahya'yı
yHyf	haksızlık yapacak
yHyk	selamlamadığı
yHyq	dolanmaz
yHyyhA	onları diriltecek
yHyykm	diriltecek
yHzn	tasalanmamalarına
yHznhm	onları tasalandırmaz
yHznk	seni üzmesin
ySEd	çıkar
ySTfY	seçer
ySTrxwn	feryadederler
ySYHbY	arkadaşlarım
ySb	dökülüyor
ySbH	çekilir
ySbhA	değmese bile
ySbkm	başınıza gelir
ySbrwA	dayanabilirlerse
ySdEwn	başları ağrıtmayan
ySdfwn	yüz çevirenleri
ySdkm	sizi çevirmek
ySdnk	seni alıkoymasın
ySdnkm	sizi (bundan) alıkoymasın
ySdqnY	beni doğrulayan
ySdqwA	bağışlamaları
ySdqwn	tasdik ederler
ySdr	çıkarlar
ySdwn	menedip
yShr	eritiliyor
ySl	ulaşır
ySlH	Salih
ySlHA	düzeltmelerinde
ySlY	girer
ySlYhA	ona girmez
ySlbwA	asılmaları
ySlwA	namaz kılmayan
ySlwn	sığınan(lar)
ySlwnhA	yaslanacakları
ySnE	yapageldiği
ySr	direnir
ySrf	çevrilip savılırsa
ySrwA	ve onlar ısrar etmezler
ySrwn	ısrar
ySwrkm	sizi şekillendiren
ySyb	verir
ySybhm	onların çekmeleri
ySybkm	ulaştırmasını
ySybnA	ulaşmaz
yTAf	dolaştırılır
yTE	ita'at ederse
yTEm	besleyen
yTEmh	yiyen kimse
yTEmhA	yiyemez
yTEmnY	bana yediren
yT_wn	ayak basmaları
yTbE	mühürler
yTf_wA	söndürmek
yThr	temizlemesini
yThrn	temizleninceye
yTlbh	onu kovalayan
yTmE	hırsla ister
yTmvhn	onlara temas etmemiştir
yTwf	dolaşır
yTwfwn	dolaşırlar
yTyEkm	size uysaydı
yTyqwnh	ona (güç) dayanan(lar)
yTyr	uçan
yTyrwA	uğursuz sayarlardı
yZhr	çıkaracak
yZhrwA	arka çıkmayanlar
yZhrwh	onu aşmaya
yZhrwn	zıhar eden(ler)
yZlm	zulmetmez
yZlmwn	zulmedenler
yZn	sanıyor
yZnwn	bilirler
y_Adm	Adem
y_wdh	O'na ağır gelmez
yb$r	müjdelediğidir
yb$rY	müjde!
yb$rhm	onları müjdeler
yb$rk	sana müjdeler
ybAyEnk	sana bi'at ederlerse
ybAyEwn	bi'at etmektedirler
ybAyEwnk	sana bi'at eden(ler)
ybEv	göndermez
ybEvhm	onları diriltir
ybEvk	seni ulaştırır
ybEvkm	sizi diriltir
ybEvwA	diriltilmeyeceklerini
ybHv	eşeleyen
ybSr	görmeyen
ybSrwA	onların görmedikleri
ybSrwn	görecekleri
ybSrwnhm	birbirlerine gösterilirler
ybT$	yakalamak
ybT$wn	tutacakları
ybd&A	başlar
ybdhA	açmadı
ybdl	değiştirirse
ybdlh	onu değiştirir
ybdlhmA	onun yerine versin
ybdlnA	bize onun yerine verir
ybdlwA	değiştirmek
ybdlwnh	onu değiştiren
ybdwn	açıklayamadıkları
ybdyn	göstermesinler
ybd}	başlatıyor
ybgwn	arıyorlar
ybgwnkm	sizi düşürmek için
ybkwn	ağlayarak
yblg	varıncaya
yblgA	onlar (büyüyüp) ersinler
yblgn	ulaşırsa
yblgwA	henüz ermemiş
yblgwn	duyururlar
ybls	susarlar
yblwkm	sizi dener
ybn&m	(ey) anamın oğlu
ybnY	yavrum
ybsA	kuru
ybsT	açar
ybsTwA	uzatmağa (saldırmaya)
ybtg	ararsa
ybtgwn	arayan
ybv	yaymakta olduğunda
ybxl	cimrilik eden
ybxlwn	cimrilik ederler
ybxs	eksik etmesin
ybyn	açıklar
ybynhA	açıklamaktadır
ybytwn	gecelerini geçirirler
yd	eli
ydA	iki eli
ydAh	ellerinin
ydAk	senin ellerinin
ydAwd	Davud
ydE	taparsa
ydEY	çağırıldığı halde
ydEnA	bize dua etmemiş
ydEwA	çağırır
ydEwh	O'na yalvarınca
ydEwhm	onları çağırmış
ydEwk	seni çağırıyor
ydEwkm	sizi çağırırken
ydEwn	çağıran
ydEwnh	çağırdıkları
ydEwnnY	beni çağırdığı
ydY	önce
ydbr	düzenliyor
ydbrwA	onlar iyice düşünmediler mi?
ydfE	defeder (şerri)
ydh	elini
ydk	elini
ydnyn	salsınlar
ydrk	görür
ydrkh	kendisine yetişirse
ydrkkm	yine sizi bulur
ydrswnhA	okuyacakları
ydryk	bilirsin
ydsh	onu gömsün mü?
ydxl	sokar
ydxlh	onu sokar
ydxlnA	bizi katmasını
ydxlnhA	sakın sokulmasın
ydxlwhA	girmeleri
ydxlwn	girerler
ydxlwnhA	girerler
ydyh	önü-
ydyhA	onların iki eli
ydynwn	ve din edinmeyenlerle
yfEl	yapan
yfElh	bunu yaparsa
yfElwA	yapacakları
yfElwn	yaptıkları
yfSl	ayırır
yfjrwnhA	akıtırlar
yflH	iflah
yfqhwA	anlasınlar
yfqhwh	onu anlamalarına
yfqhwn	anlamaya
yfr	kaçar
yfrEwn	Fir'avn
yfrH	sevinir(ler)
yfrHwA	sevinirler
yfrHwn	sevinen
yfrT	taşkınlık eder
yfrq	ayırdedilir
yfrqwA	ayırmak
yfrqwn	ayıran
yfsH	genişlik versin
yfsd	bozgunculuk yapan
yfsdwn	bozgunculuk yapan
yftH	çözecektir
yftdY	fidye versin
yftnhm	kötülük etmeleri
yftnkm	size bir kötülük yapmalarından
yftnnkm	sizi bir belaya düşürmesin
yftnwk	seni şaşırtmalarından
yftnwn	sınandıklarını
yftr	hafifletilmeyecektir
yftrY	uydurur
yftrwn	uyduruyorlar
yftrynh	bir iftira
yftykm	size şöyle açıklıyor
yg$Y	örter
yg$Yh	ki üstünü örten
yg$Yhm	onları örter
yg$ykm	sizi bürüyordu
ygAdr	bırakmıyor
ygAv	bol yağmur verilir
ygAvwA	kendilerine yardım edilir
ygDDn	sakınsınlar
ygDwA	sakınsınlar
ygDwn	kısan(lar)
ygfr	bağışlar
ygfrwA	affetsinler
ygl	hiyanet etmesi
yglY	kaynar
yglb	galib gelirse
yglbwA	yenerler
yglbwn	yenilecekler
ygll	hıyanet ederse
ygn	zengin eder
ygnY	savamaz
ygnhm	onları zengin eder
ygnwA	savamazlar
ygnyA	(kocaları) savamadı
ygnyhm	kendilerini zengin edinceye
ygnykm	sizi zengin edecektir
ygrnk	seni aldatmasın
ygrnkm	sizi aldatmasın
ygrrk	seni aldatmasın
ygtb	arkasından çekiştirmesin
ygwSwn	denize dalan
ygwv	ve Yeğus'u
ygwykm	sizi azgınlığa düşürmeyi
ygyZ	öfkelendirecek
ygyr	(durumlarını) değiştirmez
ygyrwA	değiştirmediği
yhAjr	göç eder
yhAjrwA	hicret etmeyenler
yhb	bahşeder
yhbT	aşağı yuvarlanır
yhd	yol gösterirse
yhdY	iletir
yhdnY	bana doğru yolu göstermeseydi
yhdwn	hakka götüren
yhdwnnA	bize yol gösterecek
yhdyh	doğru yola iletmek
yhdyhm	doğru yola iletir
yhdykm	size yol gösteren
yhdyn	beni ulaştırmasını
yhdynY	beni iletir
yhlk	yok eder
yhlknA	bizi helak etmiyor
yhlkwn	mahvediyorlar
yhmn	Hâmân
yhn	aşağılatırsa
yhrEwn	koşarak
yhrwn	Harun
yhtdY	seçmiş olur
yhtdwA	doğru yola gelmezler
yhtdwn	ve (göç için) bulamayan
yhwd	Hud
yhwdyA	yahudi
yhyj	kurur
yjAr	korunup kollanmayan
yjAwrwnk	senin yanında kalamazlar
yjEl	yapar
yjElh	koyar
yjElnY	ve beni yapmadı
yjElwh	atmaya
yjElwn	tıkarlar
yjHd	inkar etmez
yjHdwn	bile bile inkar ediyorlardı
yjb	uymazsa
yjbAl	dağlar
yjbY	toplanıp getirildiği
yjd	bulur
yjdh	bulamaz
yjdk	seni bulmadı mı?
yjdl	tartışır
yjdlnA	bizimle tartışmaya girişti
yjdlwn	tartışırlar
yjdlwnk	seninle tartışırlar
yjdwA	bulunmadan
yjdwn	bulmazlar
yjdwnh	buldukları
yjhd	cihad eder
yjhdwA	cihadetmekten
yjhdwn	cihad ederler
yjlyhA	Onu açığa çıkaramaz
yjmE	toplayacak
yjmEkm	sizi topladığı
yjrY	akıp gider
yjrh	çekmeye başladı
yjrmnkm	sizi itmesin
yjtbY	seçer
yjtbyk	seni seçecek
yjtnbwn	kaçınırlar
yjyb	yetişen
yjyr	kurtarabilir
yjyrnY	kurtaramaz
yjz	cezalandırılır
yjzY	ödeyemez
yjzYh	ona verilecektir
yjzwn	cezalandırılacaklar
yk	olur
yk$f	açılacağı, sıvanacağı
yk*b	yalanlayan
yk*bk	sana yalanlatan
yk*bwk	seni yalanlıyorlarsa
yk*bwn	yalanlamaktadırlar
yk*bwnk	seni yalanlamıyorlar
ykAd	nerdeyse
ykAdwn	neredeyse
ykbr	büyüyen
ykbrwA	büyüyüp (geri alacaklar) diye
ykbthm	ve perişan etsin de
ykd	neredeyse
ykf	kırar
ykfhm	onlara yetmedi mi?
ykfl	kefil olacak (diye)
ykflh	ona bakacak
ykflwnh	onun bakımını üstlenecek
ykfr	inkar
ykfrwA	inkar etmek
ykfrwh	inkar edilmeyecektir
ykfrwn	inkar ederler
ykfwn	savamayacakları
ykfykm	size yetmez mi?
ykl&km	sizi koruyacak?
yklf	teklif etmez
yklmh	(karşılıklı) konuşması
yklmhm	onlara konuşmayacak
yklmnA	bizimle konuşmalı
ykn	ise
yknzwn	yığan
ykrhhn	onları zorlarsa
ykrhwn	hoşlanmadıkları
yksb	işlerse
yksbh	onu kazanır
yksbwn	kazananlar
yktb	yazmaktan
yktbwn	yazıyorlar
yktm	gizleyen
yktmhA	onu gizleyen
yktmn	gizlemeleri
yktmwn	gizleyen
ykwn	olur
ykwnA	yoksa
ykwnwA	olmaya
ykwnwn	oluyorlardı
ykwr	örter
ykydwn	kuruyorlar
ylEn	la'netlerse
ylEnhm	la'net eder
ylHdwn	nisbet ettikleri
ylHqwA	katılmayan
ylbskm	sizi birbirinize düşürüp
ylbswA	bulamayanlar
ylbswn	giysiler giyerler
ylbvwA	kalmamışlar
ylbvwn	kalamazlar
yld	doğurmamıştır
yldwA	doğurmazlar
ylfZ	söylemez
ylhv	dilini sarkıtıp solur
ylj	giren
ylmzk	sana dil uzatır
ylmzwn	çekiştiren
ylq	bulur
ylqY	attığı
ylqYh	bulacağı
ylqYhA	buna kavuşturulmaz
ylqwA	kavuşuncaya
ylqwn	attıkları
ylqwnh	kendisine kavuştukları
yltft	geriye dönüp bakmasın
yltkm	size eksiltmez
yltqTh	onu (görüp) alsın
ylwT	Lut
ylwn	eğip bükerler
ylwnkm	yakınınızda bulunan
ym$Y	yürür
ym$wn	yürüyen
ymArwn	tartışan(lar)
ymE$r	topluluğu
ymHq	mahveder
ymHwA	siler
ymddkm	size yardım eder
ymdh	ona katılsa
ymdkm	size yardım etmesi
ymdwnhm	onları çekerler
ymkr	tuzak kuruyorlardı
ymkrwn	tuzak kuranlara
yml	kendisi yazdırmaya
ymlk	malik
ymlkwn	sahip
ymn	lutfeder
ymnwn	başına kakıyorlar
ymrwn	uğrarlar da
ymrym	Meryem
ymsh	ona dokunmaz
ymshm	dokunacaktır
ymsk	tutmaktadır
ymskhn	onları tutan
ymskwn	sımsıkı sarılırlar
ymsnA	bize dokunmaz
ymsshm	kendilerine dokunmadı
ymssk	sana verirse
ymsskm	size dokunduysa
ymssnY	bana dokunmadı
ymtEkm	sizi yararlandırsın
ymwj	dalgalanır bir halde
ymwsY	Musa
ymwt	ölen
ymwtwn	ölenlere
ymyn	sağdan
ymynk	elinde
ymytkm	öldürecek
ymytnY	beni öldürecek olan
ymyz	ayırıncaya
yn$&A	yetiştirilen
yn$r	yaysın (bollaştırsın)
yn$}	yapacaktır
ynAd	çağırır
ynAdY	çağıran
ynAdwn	çağırılıyorlar
ynAdwnhm	onlara seslenirler
ynAdwnk	sana bağıranların
ynAdyhm	onlara seslenerek
ynAl	ulaşmaz
ynAlh	O'na ulaşır
ynAlhm	erişir
ynAlwA	eremediler
ynAlwn	sağlamaları
ynAr	ateş
ynEq	haykıran
ynHtwn	yontuyorlardı
ynSr	yardım eder
ynSrh	kendine yardım eden
ynSrkm	size yardım ederse
ynSrnA	bizi kurtarır?
ynSrnY	bana yardım edebilir?
ynSrwnh	ona yardım edecek
ynSrwnhm	onlara yardım etmezler
ynSrwnkm	size yardım ediyorlar-
ynTlq	açılmıyor
ynTq	söyleyen
ynZr	bakar
ynZrwA	bakmadılar mı?
ynZrwn	bakarlar
ynb&A	haber verilir
ynb>	haber verilmedi mi?
ynbgY	yaraşır
ynbt	bitirmektedir
ynbyE	kaynaklara
ynb}hm	onlara haber verir
ynb}k	hiç kimse sana haber veremez
ynb}km	size haber veren
ynfDwA	dağılıp gitsinler
ynfE	yararlı olan
ynfEh	yarar sağlamayan
ynfEhm	yarar vereni
ynfEk	sana yararı dokunmayan
ynfEkm	size yarar vermez
ynfEnA	bize yarar vermeyen
ynfEwnkm	size fayda verebiliyorlar (mı?)
ynfd	tükenir
ynfq	verir
ynfqwn	verirler
ynfqwnhA	onları harcamayanlar
ynfwA	sürülmeleridir
ynfx	üflenir
ynhYhm	menetmeleri
ynhYkm	sizi men'eder
ynhwn	alıkoyan
ynjykm	sizi kurtarıyor
ynkH	evlenmez
ynkHhA	evlenmez
ynkHn	evlenmelerine
ynkr	inkar eden(ler)
ynkrwnhA	bunu inkar ederler
ynkv	bozmuş olur
ynqD	yıkılmağa
ynqDwn	bozarlar
ynqS	azaltılmaz
ynqSwkm	size eksik bırakmayan
ynqlb	döner
ynsA'	kadınları
ynsfhA	onları savuracak
ynsynk	sana (bunu) unutturursa
yntZr	(şehidlik) beklemektedir
yntZrwn	bekliyorlar
ynth	vazgeçmezlerse
ynthwA	vazgeçerlerse
ynwH	Nuh
ynzE	soyarak
ynzEnk	seninle çekişmesinler
ynzg	girer
ynzgnk	seni dürtüklerse
ynzl	inen
yq*f	(kalbine) atar
yqAl	söylenen
yqD	yerine getirmedi
yqDY	hükmeder
yqDwn	hüküm veremezler
yqS	(O) anlatır
yqSwn	anlatan
yqTEwn	bir geçmeleri
yqbD	(rızkı) kısar da
yqbl	kabul eden
yqdm	öncülük ederek
yqdr	gücü yetmez
yqdrwn	ele geçiremezler
yql	derse
yqlb	çevirir
yqnT	umut keser
yqnt	ita'ate devam ederse
yqr'wn	okurlar
yqrD	borç verecek
yqrbwA	yaklaşmasınlar
yqsm	yemin ederler
yqsmwn	bölüştürüyorlar
yqtl	öldürülen
yqtln	öldürmemeleri
yqtlwA	savaşmaktan
yqtlwk	öldürmeleri için
yqtlwkm	sizinle savaşmayan
yqtlwn	savaşan
yqtlwnkm	sizinle savaşmaktan
yqtlwnnY	beni öldürüyorlardı
yqtrf	yaparsa
yqtrwA	cimrilik
yqttlAn	öldüresiye dövüşürlerken
yqwl	der
yqwlA	demedikçe
yqwlwA	derler
yqwlwn	derler
yqwm	kavmim
yqwmAn	geçer
yqwmnA	kavmimiz
yqwmwn	kalkamazlar
yqymA	koruyamamaktan
yqymwA	kılsınlar
yqymwn	kılan
yr	görmedi mi?
yrA'wn	gösteriş yaparlar
yrDEn	emzirirler
yrDY	razı olmaz
yrDh	ona razı olur
yrDwh	hoşnud etmeleri
yrDwnh	razı olacakları
yrDwnkm	sizi razı ederler
yrHmkm	size acır
yrHmnA	bize acımazsa
yrY	görselerdi
yrYhA	onu dahi göremez
yrYk	seni görür
yrYkm	sizi görüyor
yrb	Rab
yrbwA	artmaz
yrd	itilir
yrdk	senin için dilerse
yrdn	bana dilese
yrdwkm	sizi çevirirler
yrdwn	onlar itilirler
yrdwnkm	sizi döndürmek
yrfE	yükseltsin
yrfEh	onu yükseltir
yrgb	yüz çevirir
yrgbwA	kaygısına düşmeleri
yrh	kendisini görmediğini-
yrhq	bürümez
yrhqhmA	onlara sarmasından
yrjE	dönemez
yrjEwn	döndürül(üp götürül)dükleri
yrjmwkm	taşlayarak öldürürler
yrjwA	umuyor
yrjwn	umarlar
yrm	üstüne atarsa
yrmwn	zina iftirası
yrqbwA	gözetirlerdi
yrqbwn	ne gözetirler
yrsl	gönderir
yrtAb	kuşkulanmasınlar
yrtAbwA	şüphe etmeyenlerdir
yrtE	gezsin
yrtd	dönmez
yrtdd	döner
yrvhA	varis olacak
yrvnY	bana mirasçı olsun
yrvwn	varis olanları
yrwA	görseler
yrwn	görmezler
yrwnh	onu görüyor(lar)
yrwnhA	onu gördükleri
yrwnhm	onları görüyorlardı
yryd	ister
yrydA	isterlerse
yrydAn	istiyorlar
yrydwA	isterlerse
yrydwn	ister
yryhm	onlara gösterir
yrykhm	sana onları gösteriyordu
yrykm	size gösteren
yrykmwhm	onları gösteriyor
yrzq	rızık verir
yrzqhA	onları da besler
yrzqkm	sizi rızıklandıran
yrzqwn	kendilerine rızık verilir
ysAqwn	sürülüyorlarmış
ysEY	koşar
ysEwn	çalışanlara gelince
ysHbwn	sürüklenecekler
ysTwn	üzerine saldıracaklar
ys_l	sormaz
ys_lh	O'ndan isterler
ys_lk	sana soruyorlar
ys_lkm	sizden istemez
ys_lkmwhA	onları isteseydi
ys_lwn	sorarlar
ys_lwnk	sana sorarlar
ys_m	usanmaz
ysbH	tesbih etmeyen
ysbHn	tesbih eden
ysbHwn	tesbih ederler
ysbqwnA	bizi geçeceklerini
ysbqwnh	O'ndan önce söylemezler
ysbtwn	cumartesi dışındaki
ysjd	secde ederler
ysjdwA	secde etmezler mi?
ysjdwn	secde aderlerken
ysjn	hapsolunmaktan
yskn	durdurur da
yslT	musallat eder
yslbhm	onlardan kapsa
yslk	sevk eder
yslkh	onu sokar
yslm	teslim ederse
yslmwn	(onlar) müslüman olurlar
ysmE	işitir
ysmEhA	onları hiç işitmemiş
ysmEwA	işitmezler
ysmEwn	duyarlar
ysmEwnkm	onlar sizi işitiyorlar-
ysmn	o beslemez
ysqY	(bunların hepsi) sulanır
ysqwn	onlara içirilir
ysrEwn	koşarlar
ysrf	aşırı gitmesin
ysrfwA	israf etmezler
ysrnA	biz kolaylaştırdık
ysrnh	O'nu kolaylaştırdık
ysrq	çaldıysa
ysrqn	hırsızlık etmemeleri
ysrwn	gizledikleri
yst>xrwn	geri kalmazlar
ystDEf	eziyordu
ystDEfwn	hor görülüp ezilmekte
ystEffn	sakınmaları
ystEjl	acele ediyorlar
ystEjlwnk	senden çabucak istiyorlar
ystEtbwA	affedilmek isterlerse
ystHY	utanmaz
ystHbwn	tercih ederler
ystSrxh	yine feryadediyor
ystTE	gücü yetmeyen
ystTyE	gücü yeter-
ystTyEwn	güçleri
yst_*nk	senden izin isterler
yst_*nwh	ondan izin alıncaya
yst_*nwnk	senden izin isteyen
yst_xrwn	öne alınırlar
ystb$rwn	müjdelerler (sevinirler)
ystbdl	yerinize getirir
ystftHwn	yardım istedikleri
ystftwnk	senden fetva istiyorlar
ystfzhm	onları sürüp çıkarmak
ystg$wn	bürünseler
ystgfr	mağfiret dilerse
ystgfrwA	mağfiret dilemek
ystgyvAn	sığınarak
ystgyvwA	feryad edip yardım isteseler
ysthz}	alay eder
ystjyb	icabet eder
ystjybwA	uymayan(lar)
ystjybwn	isteklerini karşılayamazlar
ystkbrwn	büyüklenmez
ystmE	dinleyen
ystmEwn	dinlerken
ystnbTwnh	işin içyüzünü araştıran(lar)
ystnkHhA	kendisini nikahlamayı
ystnkf	çekinmez
ystnq*wh	bunu kurtaramazlar
ystwY	eşit
ystwn	eşit
ystwyAn	eşit
ystxfnk	seni telaşa düşürmesin
ystxfwn	gizleniyorlar
yswmhm	yapacak
yswmwnkm	onlar size reva görüyor
ysxr	alay etmesin
ysygh	boğazından
ysyrkm	sizi gezdiren
ysyrwA	gezmediler mi?
yt*kr	anlar
ytEArfwn	tanışırlar
ytEd	aşarsa
ytHAjwn	birbirleriyle tartışırlarken
ytHAkmwA	hakem olarak başvurmak
ytThrwA	temizlenmeyi
ytb	tevbe etmezse
ytbE	uyan
ytbEhA	peşinden gelen
ytbEhm	onlar uyarlar
ytbEwkm	size uymazlar
ytbEwn	uyarlar
ytbdl	değiştirirse
ytbw>	konaklardı
ytbyn	ayırdelinceye
ytdbrwn	düşünmüyorlar mı?
ytfDl	üstün gelmek
ytfTrn	çatlayacak
ytfjr	fışkırır
ytfkrwA	düşünmediler mi ki
ytfrqA	(eşler) ayrılırlarsa
ytfy&A	döndüğünü
ytgyr	değişmeyen
ytjrEh	onu yutmağa çalışır
ytkbrwn	büyüklenenleri
ytklm	söylüyor
ytklmwn	konuşamaz
ytlY	okunan
ytlqY	kaydetmektedir
ytlwA	okuyan
ytlwn	okuyan
ytlwnh	onu okuyanlar
ytm	tamamlamak
ytmAsA	temaslarından
ytmY	öksüz
ytmnwh	fakat (ölümü) istemezler
ytmnwnh	temenni etmezler
ytmtEwn	(dünyada) biraz yaşarlar
ytnAhwn	vazgeçmiyorlar
ytnzEwn	kapışırlar
ytnzl	iner
ytq	korkarsa
ytqY	korunmağa çalışan
ytqbl	kabul eder
ytqdm	ileri gitmek
ytqwn	korunanlar
ytrAjEA	tekrar birbirlerine dönmelerinde
ytrbSn	gözetlerler
ytrbSwn	gözetleyip dururlar
ytrk	bırakılacağını
ytrkm	zayi etmeyecektir
ytrkwA	bırakılacaklarını
ytrqb	kollayarak
ytsllwn	sıvışıp gidenleri
ytsnh	bozulmamış
ytwb	döner
ytwbwA	tevbe ederlerse
ytwbwn	tevbe etmiyor
ytwfY	öldürülür
ytwfYhn	o kadınları alıncaya
ytwfYkm	öldürür
ytwfwn	ölen
ytwfwnhm	canlarını alırken
ytwkl	dayanırsa
ytwl	dost tutarsa
ytwlY	yönetir
ytwlhm	onları veli tanırsa
ytwlwA	dönerlerse
ytwlwn	dönüyorlar
ytwlwnh	onu dost tutan(lar)
ytwrY	gizlenir
ytx*	tutar
ytx*wA	tutmak
ytx*wh	onu edinirler
ytx*wn	tutuyorlar
ytx*wnk	seni edinmezler
ytxTfkm	sizi kapıp götürmesinden
ytxbTh	çarptığı
ytxftwn	gizli gizli derler
ytxlfwA	geri kalmaları
ytyhwn	şaşkın şaşkın dolaşacaklar
ytymA	yetim
ytymyn	iki yetim
ytzkY	arınmış olur
yvbt	tesbit eder
yvnwn	bükerler
yvqfwkm	onlar sizi ele geçirseler
yvrb	Yesrib (Medine)
yvxn	ağır basıncaya
ywAdwn	dostluk eder
ywEZ	öğütlenen
ywEZwn	öğütlenen
ywEdwn	va'dedildikleri
ywH	vahyedilmemiş iken
ywHY	vahyeder
ywSY	yapılan
ywSl	birleştirmesini
ywSykm	size tavsiye eder
ywSyn	yapacakları
ywbqhn	onları helak eder
ywd	ister
ywdwA	arzu ederlerdi
ywf	tastamam verilir
ywfY	ödenecektir
ywfq	bulur
ywfwn	yerine getirirler
ywfyhm	onlara tam verir
ywjhh	onu gönderse
